K1	K2	K3	K4	K5	K6	K7
3.123631053686655	9.780233779387947	25.535584335864154	50.21741516531177	78.06461275459141	99.32995092010523	120.25334361975754
15.509082631927685	34.413980885974546	58.60301059017178	61.52039790732444	51.894964357173905	55.78497901960897	64.27325875165485
34.962716392354	45.56081646927902	46.38518705160823	51.933796786584914	49.84995360453098	57.50702019785711	68.19173168749494
19.30762668263736	43.431341796645306	53.36753899049114	58.61755805737447	59.220140598736485	67.72569974154004	81.18726310109392
22.929561956603397	41.52137599782931	43.423302039830595	45.52375473651405	49.37768139898453	50.28469230432597	56.71921224874309
3.499284608566928	8.612144348315256	21.931734201624312	46.01957968296227	78.23810970033128	106.46247109649228	129.7558067453286
30.599024256064684	28.770654289943405	30.288385469178188	31.258772272136035	28.24507744574209	31.00110080638637	35.56203404617604
1.6508790576185202	3.448758793768407	7.380339681221768	16.325329832041003	39.88117961545205	86.98356961175391	115.00176018832938
21.43298940926668	39.95260333983865	49.49392182447401	59.84780390815402	62.223215004997506	73.02304717366493	88.68842431156055
0.4778404157830258	0.8637554886425677	0.9748220281296743	0.7716366565125056	0.6318082801719809	0.5750222464014553	0.5608627769085679
14.03319966511817	24.358287329605577	36.45569251503347	34.45983377815154	28.67079839286016	25.912142154819104	27.278360514560113
31.64428074452468	31.69668371827321	26.43755203402087	27.197423739532237	23.716446648797483	25.04414620902364	28.097501970396948
16.40848937781187	31.079951268266182	48.428447351911466	48.09380865848336	41.581584876128034	40.02437860051071	44.05978217475549
20.683995127139212	37.30799860353927	45.189711291198435	56.65754955993407	62.50441524952135	68.85461762282449	82.9583398209432
37.80411167395906	37.17553772334239	35.15338211748262	36.22764256410702	32.661543593869425	36.587925540373725	42.1437723081454
0.00314266074771529	0.01047713468765883	0.01996754684959931	0.018636105132070185	0.012466904687024305	0.01095811094682893	0.010099296346099617
1.2870335104840027	1.7148176380600246	1.433910375756744	1.195830643109887	1.1176853501129431	1.0195050522958615	0.9325313229799769
6.95265093518051	21.004175831230924	39.39096459748744	58.81040992493323	74.34456785307809	85.47253297281516	105.06914223897803
16.40557867636888	39.96612381395061	52.72021299017956	60.31176637213601	62.68241860943628	72.54065766385946	87.79275224290392
23.8190565840601	18.974673134825057	18.92012704779376	19.044354834312973	16.71077517224678	17.526193980563367	19.590359049347192
1.416740660192202	4.734114478102152	15.306359289532574	42.83062964689007	78.62385875371655	95.50527566522648	109.16326612617281
27.7725758197074	22.989100729167646	23.694314254528315	25.248874555961287	24.64895893404297	24.635215924163703	27.593983317775592
19.710011490229206	38.17831947534619	45.287738771872654	56.974124751221396	62.794628322395305	69.15303210042218	83.32040878918035
3.302859461728983	7.315212752175654	17.61404488975604	37.70533506234363	69.4992713320519	104.63143997025375	126.81280883440968
1.6803951436025795	5.358879680375694	14.972855249324722	32.73907339466813	57.14043045694557	85.98631158764185	105.31625694878652
27.487169743081157	23.640071791558192	20.905317553392898	21.756206119772365	24.182590131065847	28.196353484801687	28.95760049902562
5.217196333741462	13.2528482567439	24.41018290734257	37.94868244305065	55.07378891626234	74.64808729820165	84.73976136845639
2.6550081213651224	4.884032676343591	7.1574611846341565	7.152260877742614	6.0473825022238605	5.37477389117726	4.69399722034292
15.74477078120338	12.992101936884714	11.29389538721672	10.677751397477893	10.869020348830977	10.534336231052698	10.654328018108645
2.340589431436853	7.6501626152493	20.700838355424025	41.95552936090958	68.75796620025427	94.58104090626797	108.69774888129648
28.825148395578154	30.696407230590136	23.736435437630515	25.433155229406346	26.693023339709143	26.57087740047302	27.77153433951755
2.5690401609083535	2.9122942172760626	2.2683788779921823	2.031102826007585	1.916023659710149	1.7447939197906264	1.6816045165029716
3.123631053686655	9.780233779387947	25.535584335864154	50.21741516531177	78.06461275459141	99.32995092010523	120.25334361975754
15.421604253424825	27.160803250312586	41.368937063982244	39.3486752033433	32.21770686176761	29.938448813480072	32.143912978978555
0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0
11.184094958069496	27.583198768010355	42.11333324535209	58.78087657130226	70.38388043461647	79.35950476993018	96.73775582874893
0.26458984125246265	1.047208439291701	3.578328526478375	11.702195424374676	34.366996038421476	78.5213720698841	94.39180225729046
6.059049858660994	12.336160111953006	25.535775795787348	44.959826062923085	53.36450601966149	41.896825906985605	40.46125998023519
4.484218776311103	15.132711117610626	34.607529876462706	58.123969074608084	78.27506229656677	93.75097346237317	117.14356175262442
23.71474333775183	49.230034546663	55.14294685824899	55.759344315907896	52.79534590935121	61.11829313457067	72.37674227487985
0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.413372701032938	7.875636404116399	24.921572362187952	63.78887622770545	83.83056969158267	76.59617362858187	89.48233705503334
19.88197887818537	27.334501576550945	25.388926034699214	21.689220374470548	22.607643441023583	23.08668674311625	22.436558929982308
5.9838672270646045	19.125466187273744	38.62589074441288	60.137640700412646	76.28998685245217	90.17566720849644	112.64989528677725
5.391374281442169	11.745911884765292	26.34220499227134	51.811005114390476	65.74587896564313	54.21530578865138	54.87572173524638
2.564847177478315	3.236606648511622	2.8539590530743997	2.4589172104664807	2.204659487622842	1.9380941319484615	1.9287614500978632
6.391113692742314	12.039982196700421	21.87429622466676	36.57598707270715	63.76260608719854	109.59854785996775	144.27128890926195
4.466762434413814	14.224254555587898	31.034313329933557	52.68992517166078	75.0845210606232	89.74275913507861	106.60028229270395
1.8286285146573826	5.3925218012542775	15.061079981931517	33.56265335081287	59.72170449642083	90.26373108647266	109.98240758200964
0.5102050558008874	1.3875505855699988	3.833257414208299	10.973830255014997	31.00818529718109	74.18640587851435	103.70826960384292
4.16215359502449	7.95333936415984	15.11539716214104	27.159226026634123	53.40686631290707	101.19302509105295	130.5263908468246
2.7292074078794197	10.039508753534946	29.29528284758215	60.54551774204179	78.78023132559117	92.13203677492393	113.11646812631318
14.81287431380689	11.758875633472641	10.88443919547867	10.39676529479322	9.881529810649738	9.275088169961336	9.953550391450916
3.628763622216082	8.76130699065044	22.244962635966147	46.46332530865428	78.79329992669886	107.22060517471344	131.4574253365773
37.530741741137625	45.35602105258315	45.29635446841629	49.72419884315903	46.923938880663506	54.184352643422095	64.02582736344847
3.0418324763779547	9.80138934476313	25.52122484162477	49.74516100267629	77.29626913774341	98.28822499721308	117.91520144878
2.076777612813341	4.0631013011456405	7.262074886666172	10.308072068746865	10.802009970047813	9.04097776167798	8.210193587362307
3.5162768115854695	6.607455698514875	11.697531197289738	15.90375751286058	16.277077872038852	13.596343425873894	13.059394890503794
27.16455388854857	49.6638827012556	51.0388119447089	56.74941040119638	55.17518323520122	65.56769877133034	78.55492669849043
0.0	0.0	0.0	0.0	0.0	0.0	0.0
25.41215428465492	45.96682835364111	45.730011194445794	51.678431101087995	53.33115855476604	56.83062858062875	66.87582738485808
3.5458086310908414	7.692553278200327	18.091009850411528	38.269822726855054	70.67409350749044	105.95566783833698	128.63159843287212
15.15090901922667	26.58407549723684	40.525939022168615	38.43323440593626	31.1370236784461	28.86424388608679	30.90063358892105
1.7125151273640166e-05	8.153044720013557e-05	0.00033193598343691036	0.0009970627883095706	0.001280984280574649	0.0005808553884179011	0.0006139729110161947
1.697206411126016	5.625193254280978	15.358187490740601	32.090457596627445	54.047227767183315	80.79206864631587	99.50563058564295
5.932874884487667	17.14320561805908	33.38046322872626	50.026426600821196	68.60249491121465	81.6046976985322	92.15932511173722
27.20325835097969	22.635341500638244	20.876790024837316	22.241689734192075	21.481896115951457	21.072988464045814	23.220021286325217
14.718394518319538	32.25885707862844	44.440720071672	58.77118739534761	67.34700792204251	75.45831857156219	91.7857501617106
21.21909218701013	36.3855046081003	37.00939461290424	45.49310340104215	54.83494896498407	59.36791456984502	65.16365284701357
23.97025572388249	35.42996498328768	34.935500724890325	30.721581997573757	27.183050817105332	26.942969082912207	29.542611059366823
19.10670961546442	44.14911990758907	55.49178683830451	60.07997147045183	59.504495333182874	70.45960359693096	84.7840963441589
1.200625011430457	1.4697789278309132	0.9993767632790269	0.986246313998665	0.8672053310204966	0.766149198996362	0.7760520818326312
3.329008574151961	8.39402728800908	21.631142122213134	45.585616398378306	77.55989436698451	105.60929778362352	127.91907203765325
3.895202938898942	9.524060561066634	24.141564635104434	52.91109924585621	73.28240603201608	65.26601459529293	68.14116870330089
4.818626905068129	14.909822125264931	31.360178119206058	51.99742858636396	73.66545123689632	88.16938024588934	103.4003526416424
7.853646766717354	5.7371745928082705	5.436140745177994	5.180355190211768	4.871749172233801	4.564106658024743	4.734922625294973
1.5787644626782569	3.027687487211608	5.891451588520488	10.656696072807225	20.375210922839837	36.33899249916368	44.41520089663727
2.8139560204343947	2.9758841883126372	2.3099448273171292	2.184182489575619	1.967049787414371	1.7640589829974076	1.8038001542963633
1.5074129435216965	2.939120428558205	4.442004239996727	4.702520434887022	3.9868291270911373	3.429150733621622	2.9541238786309365
32.16136292249168	43.44844121978691	44.71680528091461	51.560111356257245	51.914341938126675	57.43094521415982	67.96942345218665
